rank	candidate_id	title	buyer	deadline	value	currency	band	reasons	scope_dce	term_value_dce	deep_batch
556	TED:575951-2026	Denmark – Research and development services and related consultancy services – EEA/CCE/TC/26/010 - Topic Centre on Climate Risk and Resilience: Knowledge Development	European Environment Agency (EEA)	2026-09-16T23:59:59+02:00	1900000.0	EUR	LOW		.................................................................... 42 II.24. Checks and audits ............................................................................................................ 43 ANNEX III ................................................................................…	no later than 6 (six) months after the expiry or termination of the FWC. At the end of this period, all remaining specific contracts are automatically terminated. I.3.5 The suspension of the implementation of the FWC or a specific contract due to force majeure as provided for in Article II.17 will …	batch-055.json
557	MT-EPPS:13988299	MFG eQ 42/2026 - Services - Quotation for the hiring, installation and operation of a Public Address (PA) System for the Christmas Period 2026 in Victoria, Gozo.	Ministry for Gozo	2026-08-27T09:30:00+02:00	5500.0	EUR	LOW		Victoria, Gozo VCT 1335 Tel: (356) 22100275 Email: procurement.mfg@gov.mt Version 2.8 Departmental e-procurement document 2 Contents SECTION 1 – INSTRUCTIONS TO TENDERERS .............................................. 3 1. General Instructions .......................................................…	===== FILE: files/1900_13988299_unpacked/10_5c. Drawing No.3 - Villa Rundle Plan 23.pdf ===== SPEAKERSCONTROL ROOM ===== FILE: files/1900_13988299_unpacked/11_7. Quotation Document.pdf ===== Version 2.8 Departmental e-procurement document 1 Reference number: MFG eQ 42/2026 SERVICES - QUOTATION FOR …	batch-055.json
558	MT-EPPS:13989033	Request for Quotations for the Supply, Delivery and Installation of Rigid Vinyl Flooring for the Library Melitensia Area at the University of Malta	University Of Malta	2026-09-02T09:30:00+02:00	9438.0	EUR	LOW		" size=""> <label><![CDATA[Grand Total Price for Request for Quotations for the Supply, Delivery and Installation of Rigid Vinyl Flooring for the Library Melitensia Area at the University of Malta, including Taxes, other Duties and Discounts but Exclusive of VAT in €. Kindly duly fill in and upload…	oring for the Library Melitensia Area at the University of Malta https://ted.europa.eu/TED Page 1/4 Description: The purpose of this Quotation (RfQ) is for the Supply, Delivery and Installation of Rigid Vinyl Plank Flooring for the Library Melitensia Area at the University of Malta. 5.1.1 Purpose M…	batch-055.json
559	MT-EPPS:14023358	SPD1/2026/056 - Framework Agreement for the Supply of Middle and Secondary Schools Classroom Readers for the National Literacy Agency	Sectoral Procurement Directorate	2026-09-02T09:30:00+02:00	57815.0	EUR	LOW		echnical Offer Form, provided with this e-tender in CfT Documents. Failure to submit the Technical Offer Form shall render the offer incompliant.]]></label> <threshold>100</threshold> <value/> </criterion> <criterion level="2" pos="2" id="1753427974018" mandatory="1" included-in-evaluation="1" type…	Readers for the National Literacy Agency Description: SPD1/2026/056 ­ Framework Agreement for the Supply of Middle and Secondary Schools Classroom Readers for the National Literacy Agency 5.1.1 Purpose Main nature of the contract: Supplies Main classification (cpv): 22100000 Printed books, brochure…	batch-055.json
560	MT-EPPS:13976669	SPD5/2026/025 - Tender for the Services of a Warranted Mechanical Engineer for the Eastern Regional Council	Sectoral Procurement Directorate	2026-09-10T09:30:00+02:00	20000.0	EUR	LOW		pt in full and in its entirety, the content of this tender document (including subsequent Clarification Notes issued by the SPD/Contracting Authority) and the General Rules Governing Tenders applicable on the date of the publication of this tender. We hereby accept the contents thereto in their ent…	u/TED Page 1/4 Description: SPD5/2026/025 ­ Tender for the Services of a Warranted Mechanical Engineer for the Eastern Regional Council 5.1.1 Purpose Main nature of the contract: Services Main classification (cpv): 71334000 Mechanical and electrical engineering services Additional classification (c…	batch-055.json
561	MT-EPPS:14023062	SPD1/2026/055 - Framework Agreement For the Supply of Pre-School Books for the National Literacy Agency	Sectoral Procurement Directorate	2026-09-02T09:30:00+02:00	47289.0	EUR	LOW		echnical Offer Form, provided with this e-tender in CfT Documents. Failure to submit the Technical Offer Form shall render the offer incompliant.]]></label> <threshold>100</threshold> <value/> </criterion> <criterion level="2" pos="2" id="1753427974018" mandatory="1" included-in-evaluation="1" type…	ooks for the National Literacy Agency https://ted.europa.eu/TED Page 1/4 Description: SPD1/2026/055 ­ Framework Agreement For the Supply of Pre­School Books for the National Literacy Agency 5.1.1 Purpose Main nature of the contract: Supplies Main classification (cpv): 22100000 Printed books, brochu…	batch-056.json
562	CY-EPPS:9140571	281/2026 - Supply of Breather’s Self Indicating Silica Gel	Αρχή Ηλεκτρισμού Κύπρου	2026-08-30T23:45:00+03:00		EUR	LOW		===== FILE: files/1486_9140571_unpacked/1486_9140571.pdf ===== List of Contract Documents #Adden da ID N/A Status Final Title Tender Structure XML - Cycle 1 File Associated :<1_c4t_9140571_1.xml > #Adden da ID N/A Status Final Title TENDER DOCUMENT File Associated :<2_281_2026_TENDER DOCUMENT.pdf >…	30 29. COMMUNICATION BETWEEN THE PARTIES ............................................................... 31 APPENDIX: TEMPLATES FOR FORMS ............................................................................. 33 Code: Ε-OΑ-111 Page 5 of 45 PART Α: INSTRUCTIONS TO ECONOMIC OPERATORS 1. INTROD…	batch-056.json
563	ZA_ETENDERS_OCDS:ocds-9t57fa-164484-2026-08-04	5-2-2-1 DLRRD 0006-2026-2027	Department of Rural Development & Land Reform	2026-08-27T11:00:00+00:00		ZAR	LOW		al 3.1 Unless otherwise indicated in the bidding documents, the purchaser shall not be liable for any expense incurred in the preparation and submission of a bid. Where applicable a non-refundable fee for documents may be charged. 3.2 With certain exceptions, invitations to bid are only published i…	he delive ry note and upon fulfillment of other obligations stipulated in the contract. 16.3 Payments shall be made promptly by the purchaser, but in no case later than thirty (30) days after submission of an invoice or claim by the supplier. 16.4 Payment will be made in Rand unless otherwise stipu…	batch-056.json
564	TED:539044-2026	Ireland – Extraction ventilators – The supply, Delivery and installation of Water Wall LEV System for Stone Dust	Office of Public Works (OPW)	2026-08-27T01:00:00+00:00	300000.0	EUR	LOW		===== FILE: files/2109_8758233_unpacked/1_Waterwall Documents_unpacked/Final Waterwall RFT.pdf ===== GoodsRFT150124 1 Request for Tenders dated 30/07/2026 for the supply of Water Wall LEV System for Stone Dust Tender procedure: Open procedure Tender Deadline: 27/08/2026 12:00 GoodsRFT150124 2 Conte…	unit in 2027) Killarney Depot – 5 meter, Mallow Depot – 3 meter, Cashel Depot - 2 meter 1.3 “Not Used” 1.4 This public procurement competition (the “Competition”) will be conducted in accordance with the open procedure under the European Union (Award of Public Authority Contracts) Regulations 2016 …	batch-056.json
565	ZA_ETENDERS_OCDS:ocds-9t57fa-165017-2026-08-07	039/2025/26	King Sabata Dalindyebo Local Municipality	2026-09-11T12:00:00+00:00		ZAR	LOW		ation to bid (MBD 1) ............................................................................................................................... 3 A. Bid Advert ......................................................................................................................................…	12H00 Technical Enquiries may be directed to: Ms A. Bantwini (Corporate Services) Email: athinib@ksd.gov.za 2. Computer lifecycle management, tracking and recovery for a period of three (03) years N/A 80/20 N/A SCM: 039/2025/26 Date: 11/09/2026 Time: 12H00 Technical Enquiries may be directed to: Ms…	batch-056.json
566	MT-EPPS:13981269	SPD8/2026/062 - TENDER IN LOTS FOR THE SUPPLY AND DELIVERY OF AUTOMATED SYSTEMS FOR THE EMFAF P2.180 SPECIES DIVERSIFICATION FOR MALTESE AQUACULTURE PROJECT – AQUATIC RESOURCES MALTA	Sectoral Procurement Directorate	2026-09-10T09:30:00+02:00	145000.0	EUR	LOW		abel><![CDATA[Please upload Full-Service Maintenance Agreement. Kindly submit After Sales Proposal Form for Lot 1 and Lot 3 only.]]></label> <threshold>100</threshold> <value/> </criterion> <criterion level="2" pos="4" id="17852293286705" mandatory="1" included-in-evaluation="1" type="list" appeara…	n Single Procurement Document (ESPD) 5 Lot https://ted.europa.eu/TED Page 1/7 5.1 Lot: LOT­0001 Title: Lot 1 ­ Oxygen Monitoring System Description: SPD8/2026/062 ­ TENDER IN LOTS FOR THE SUPPLY AND DELIVERY OF AUTOMATED SYSTEMS FOR THE EMFAF P2.180 SPECIES DIVERSIFICATION FOR MALTESE AQUACULTURE P…	batch-056.json
567	IE:8870712	Supply and installation of handrails	The Royal Hospital Donnybrook	2026-09-21T12:00:00+01:00		EUR	LOW		===== FILE: files/2260_8870712_unpacked/1_RFTHandrails 2026 Final.pdf ===== GoodsRFT160125 1 Request for Tenders dated 18/08/2026 for the supply of Hospital Handrails Tender procedure: Open procedure Tender Deadline: 21/09/2026 12:00 GoodsRFT160125 2 Contents Part 1: Introduction Part 2: Instructio…	ital signage in clinical and non clinical area/wards and outdoor area areas as outlined in Appendix I 1.3 Not Used 1.4 This public procurement competition (the “Competition”) will be conducted in accordance with the open procedure under the European Union (Award of Public Authority Contracts) Regul…	batch-056.json
568	US-SAM:7501245ee84845638975751f7bacc638	YELL WASTEWATER GROUNDWATER MONITORING	INTERIOR, DEPARTMENT OF THE	2026-09-01T16:00:00+00:00			LOW		===== FILE: files/B08_Solicitation_Attachment_1_-_SOW_-_YELL_H2O_Monitoring_-_26_3_SolicitScnsLM.docx ===== WORK STATEMENT GENERAL REQUIREMENTS – MONITOR WELL SAMPLING The following guidelines indicate minimums to be met by an offeror regarding the required annual ground and surface water monitorin…	al analyses shall conform to these specifications and to the latest edition of Standard Methods or accepted EPA guidelines. Methods for testing shall include EPA 300 for chlorides, EPA 353.2 nitrate plus nitrite (as N), and EPA 351.2 for Kjeldahl nitrogen. For the types of laboratory tests specifie…	batch-056.json
569	US-SAM:ceb146158cb24865ac7e72863eaf33a5	S--WY-ALCOVA North Platte Area Office Janitorial Serv	INTERIOR, DEPARTMENT OF THE	2026-09-07T22:30:00+00:00			LOW		-15 Stop-Work Order (AUG 1989) ---Addendum to 52.212-4--- 52.252-6 AUTHORIZED DEVIATIONS IN CLAUSES (NOV 2020). (a) The use in this solicitation or contract of any Federal Acquisition Regulation (48 CFR Chapter 1) clause with an authorized deviation is indicated by the addition of "(DEVIATION)" aft…	incorporated provisions and clauses are those in effect through Federal Acquisition Circular 2026-01 effective 3/13/2026. Vendor Name UEI # Point of Contact Name Contact Information Physical address, phone, email Solicitation #: 140R6026Q0125 Bureau of Reclamation WY Alcova North Platte Janitorial …	batch-056.json
570	US-SAM:cd3b70c1ff0746fe847f254cb95ad0f7	FCI LA TUNA - BREAD - 1st Qtr FY2027	JUSTICE, DEPARTMENT OF	2026-08-31T20:00:00+00:00			LOW		8500 DONIPHAN Rd Anthony, TX 79821 A. Perez (O) 915-791-9000 axperez@bop.gov CODE 15B51016. ADMINISTERED BY Federal Bureau of Prisons FCI La Tuna 8500 DONIPHAN Rd Anthony, TX 79821 Galo Morlet (O) 903-838-4587 gmorlet@bop.gov FACILITY CODE CODE TELEPHONE NUMBER 17a. CONTRACTOR/ OFFEROR BLATCODE18a.…	, or agent of the Contractor, including a sole proprietor, to waive his or her attorney client privelege or Fifth Amendment rights; or (iii) Restrict the Contractor from— 15B51027Q00000009 Page 22 of 50 (A) Conducting an internal investigation; or (B) Defending a proceeding or dispute arising under…	batch-056.json
571	US-SAM:b994e9e7158b4048b3edc9ee1c0ff3aa	Z--LAKE - Repair Asphalt on Temple Bar Road	INTERIOR, DEPARTMENT OF THE	2026-09-01T21:00:00+00:00			LOW		===== FILE: files/B08_-_Atch_1_-_Repair_TB_Road__PMIS_351684_Specs.pdf ===== LAKE MEAD NATIONAL RECREATION AREA BOULDER CITY, NEVADA REPAIR DAMAGED ASPHALT FROM FY25 FLOODS AT TEMPLE BAR ACCESS ROAD LAKE – 351684 PROJECT SPECIFICATIONS NATIONAL PARK SERVICE April 7, 2026 LAKE 351684 Page 2 of 44 DI…	equire any officer, director, owner, employee, or agent of the Contractor, including a sole proprietor, to waive his or her attorney client privilege or Fifth Amendment rights; or (iii) Restrict the Contractor from— (A) Conducting an internal investigation; or (B) Defending a proceeding or dispute …	batch-057.json
